epoch,tau,loss,rec,kl,sparse,temporal,prior,val_loss
1.0,1.0,1.7993623812993367,1.787225365638733,3.640196164449056,5.885381539662679,0.16657707591851553,0.1762719601392746,1.0342909097671509
2.0,0.98,1.11122465133667,1.1000007390975952,4.08759347597758,5.803522109985352,0.1689378023147583,0.157930389046669,1.021598219871521
3.0,0.9603999999999999,1.0690762996673584,1.0584627787272136,4.165792465209961,5.739973227183024,0.17130987842877707,0.1461961716413498,1.0145598649978638
4.0,0.9411919999999999,1.0391520261764526,1.0292133887608845,4.069989999135335,5.666248321533203,0.17302984495957693,0.13362320760885874,1.0077177286148071
5.0,0.9223681599999999,1.029573678970337,1.0203167994817097,4.00632905960083,5.585277716318767,0.17383959889411926,0.12092383454243343,1.0055230855941772
6.0,0.9039207967999999,1.0229953527450562,1.0144195954004924,3.961332639058431,5.494296709696452,0.17397868633270264,0.10830142845710118,1.0041093826293945
7.0,0.8858423808639999,1.0137962102890015,1.0058673620224,3.9535136222839355,5.397011915842692,0.17301630973815918,0.09635357310374577,1.0035359859466553
8.0,0.8681255332467199,1.0093530813852947,1.00204735994339,3.973700443903605,5.29117997487386,0.1712572326262792,0.08491197973489761,0.9984772801399231
9.0,0.8507630225817855,1.0026729106903076,0.995930810769399,4.044616222381592,5.179643154144287,0.16870216528574625,0.07461795210838318,0.9911213517189026
10.0,0.8337477621301498,0.9873677492141724,0.9811064004898071,4.179420471191406,5.065869172414144,0.16545021533966064,0.06587846328814824,0.9883102774620056
11.0,0.8170728068875467,0.9609126647313436,0.9550720651944479,4.389209429423015,4.942269643147786,0.16170547405878702,0.05828656256198883,0.9880552887916565
12.0,0.8007313507497958,0.8984992702802023,0.8929429252942404,4.806597073872884,4.814087708791097,0.1571956624587377,0.05305820827682813,0.9369473457336426
13.0,0.7847167237347998,0.7820101579030355,0.7765007019042969,5.412050882975261,4.691388289133708,0.15321607887744904,0.05214466775457064,0.8851857781410217
14.0,0.7690223892601038,0.6440488696098328,0.6375863552093506,6.256333351135254,4.689143975575765,0.15105611582597098,0.069544218480587,0.9681830406188965
15.0,0.7536419414749017,0.5244589149951935,0.5174599488576254,7.1626326243082685,4.64291779200236,0.14900619784990946,0.07892738034327824,0.6766949892044067
