epoch,tau,loss,rec,kl,sparse,temporal,prior,val_loss
1.0,1.0,1.2129721641540527,1.1972824732462566,2.6972742080688477,5.874701182047526,0.16612588365872702,0.13379446665445963,1.0191980600357056
2.0,0.98,1.0753731330235798,1.0601999362309773,2.4500516255696616,5.8346028327941895,0.16930201152960458,0.12804557383060455,1.0087072849273682
3.0,0.9603999999999999,1.043448011080424,1.028674562772115,2.470344305038452,5.798069000244141,0.17280882596969604,0.1233840361237526,1.0140279531478882
4.0,0.9411919999999999,1.0299028555552165,1.0155542294184368,2.546535015106201,5.756555239359538,0.17572012543678284,0.11838976542154948,0.9998871684074402
5.0,0.9223681599999999,1.0231678485870361,1.0093052784601848,2.5937000115712485,5.709207852681478,0.17822869618733725,0.11272500455379486,0.9978560209274292
6.0,0.9039207967999999,1.0192424456278484,1.0058260361353557,2.6259233951568604,5.6604485511779785,0.18041119476159415,0.10759240140517552,1.0011202096939087
7.0,0.8858423808639999,1.015247384707133,1.0022888382275899,2.6708096663157144,5.608076254526774,0.18241973718007407,0.10233496377865474,0.9990505576133728
8.0,0.8681255332467199,1.0110758940378826,0.9985162218411764,2.731626033782959,5.55660359064738,0.18440506358941397,0.09778463840484619,0.9964181780815125
9.0,0.8507630225817855,1.005214810371399,0.9930454095204672,2.802546977996826,5.500725269317627,0.18640473981698355,0.09337416539589564,0.9935865998268127
10.0,0.8337477621301498,1.0036588509877522,0.9919713735580444,2.8706188996632895,5.436552842458089,0.18699325621128082,0.08790638794501622,0.991754412651062
11.0,0.8170728068875467,0.9989098509152731,0.9876958131790161,2.933848778406779,5.360150337219238,0.18694745004177094,0.08267275492350261,0.9913662075996399
12.0,0.8007313507497958,0.9887301723162333,0.9779925346374512,3.015288988749186,5.273681004842122,0.1860707849264145,0.07748160759607951,0.9890557527542114
13.0,0.7847167237347998,0.9747486710548401,0.9645387530326843,3.1358240445454917,5.168409983317058,0.18500264982382456,0.07178886483112971,0.9769158959388733
14.0,0.7690223892601038,0.943425198396047,0.9337742328643799,3.338221788406372,5.043745199839274,0.18002809584140778,0.0658018911878268,0.9371299743652344
15.0,0.7536419414749017,0.8971264362335205,0.8879288037618002,3.6229686737060547,4.902374426523845,0.17515241106351218,0.061198871582746506,0.8352140188217163
16.0,0.7385691026454038,0.8177757859230042,0.8086401621500651,3.915252447128296,4.78980032602946,0.16791344185670218,0.06119301790992419,0.7179766893386841
17.0,0.7237977205924956,0.7157348791758219,0.705733060836792,4.126008987426758,4.749135653177897,0.15569463868935904,0.07217914114395778,0.6739587187767029
18.0,0.7093217661806457,0.6326679388682047,0.6220403909683228,4.466671307881673,4.649494965871175,0.14275452494621277,0.08058784653743108,0.6274152994155884
19.0,0.6951353308570327,0.5602514743804932,0.5499898791313171,5.012836456298828,4.472942193349202,0.1376470923423767,0.07710288465023041,0.5842834115028381
20.0,0.6812326242398921,0.4954010049502055,0.4854331910610199,5.477550347646077,4.362663269042969,0.1381397843360901,0.07395107299089432,0.5250064134597778
21.0,0.6676079717550942,0.44721781214078266,0.43679651618003845,5.608725865681966,4.372592926025391,0.13951092461744943,0.07935517777999242,0.46925944089889526
22.0,0.6542558123199923,0.4068216880162557,0.3957190116246541,5.749037106831868,4.399968306223552,0.13884822030862173,0.08742398271958034,0.4325700104236603
23.0,0.6411706960735924,0.3672210176785787,0.35584160685539246,6.064551830291748,4.368144512176514,0.13834989567597708,0.09080761919418971,0.42786672711372375
24.0,0.6283472821521207,0.3388867874940236,0.32781165838241577,6.379137357076009,4.277766704559326,0.13779567182064056,0.08751535912354787,0.4083270728588104
25.0,0.6157803365090783,0.3084006607532501,0.2974132299423218,6.671284993489583,4.211057662963867,0.13743013640244803,0.08672126630942027,0.3800894618034363
